time,C_20191017_001_p1a,C_20191017_001_p1b,C_20191017_002_p1a,C_20191017_002_p1b,C_20191017_004_p1a,C_20191017_004_p1b,C_20191017_004_p2a,C_20191017_004_p2b,C_20191017_004_p3a,C_20191017_004_p3b,C_20191017_004_p4a,C_20191017_004_p4b,C_20191017_005_p1a,C_20191017_005_p1b,C_20191017_005_p2a,C_20191017_005_p2b,C_20191017_005_p3a,C_20191017_005_p3b,C_20191017_005_p4a,C_20191017_005_p4b,C_20191017_005_p5a,C_20191017_005_p5b,C_20191018_002_p1a,C_20191018_002_p1b,C_20191018_002_p2a,C_20191018_002_p2b,C_20191018_003_p1a,C_20191018_003_p1b,C_20191018_003_p2a,C_20191018_003_p2b,C_20191018_006_p1a,C_20191018_006_p1b,C_20191018_009_p1a,C_20191018_009_p1b,C_20191018_009_p2a,C_20191018_009_p2b,C_20191018_011_p1a,C_20191018_011_p1b,C_20191018_013_p1a,C_20191018_013_p1b,C_20191018_015_p1a,C_20191018_015_p1b,C_20191031_004_p1a,C_20191031_004_p1b,C_20191031_004_p2a,C_20191031_004_p2b,C_20191031_008_p1a,C_20191031_008_p1b,C_20191031_009_p1a,C_20191031_009_p1b,C_20191031_011_p1a,C_20191031_011_p1b,C_20191031_012_p1a,C_20191031_012_p1b,C_20191031_012_p2a,C_20191031_012_p2b,C_20191031_013_p1a,C_20191031_013_p1b,C_20191031_013_p2a,C_20191031_013_p2b,C_20191031_013_p3a,C_20191031_013_p3b,C_20191031_017_p1a,C_20191031_017_p1b,C_20191031_017_p2a,C_20191031_017_p2b,C_20191031_017_p3a,C_20191031_017_p3b,S_20191010_002_P1a,S_20191010_002_P1b,S_20191010_002_P3a,S_20191010_002_P3b,S_20191010_005_p2a,S_20191010_005_p2b,S_20191010_005_p3a,S_20191010_005_p3b,S_20191010_005_p4a,S_20191010_005_p4b,S_20191010_006_p1a,S_20191010_006_p1b,S_20191010_006_p2a,S_20191010_006_p2b,S_20191010_006_p3a,S_20191010_006_p3b,S_20191010_009_p1a,S_20191010_009_p1b,S_20191010_009_p2a,S_20191010_009_p2b,S_20191010_012_p1a,S_20191010_012_p1b,S_20191010_012_p2a,S_20191010_012_p2b,S_20191010_013_p1a,S_20191010_013_p1b,S_20191010_013_p2a,S_20191010_013_p2b,S_20191010_013_p3a,S_20191010_013_p3b,S_20191010_013_p4a,S_20191010_013_p4b,S_20191010_013_p6a,S_20191010_013_p6b,S_20191011_003_p2a,S_20191011_003_p2b,S_20191011_004_p1a,S_20191011_004_p1b,S_20191011_004_p2a,S_20191011_004_p2b,S_20191011_004_p3a,S_20191011_004_p3b,S_20191011_004_p5a,S_20191011_004_p5b,S_20191011_004_p6a,S_20191011_004_p6b,S_20191011_006_p1a,S_20191011_006_p1b,S_20191011_006_p2a,S_20191011_006_p2b,S_20191011_006_p3a,S_20191011_006_p3b,S_20191011_006_p4a,S_20191011_006_p4b,S_20191011_006_p5a,S_20191011_006_p5b,S_20191107_002_p1a,S_20191107_002_p1b,S_20191107_002_p2a,S_20191107_002_p2b,S_20191107_002_p3a,S_20191107_002_p3b,S_20191107_003_p1a,S_20191107_003_p1b,S_20191107_003_p2a,S_20191107_003_p2b,S_20191107_003_p3a,S_20191107_003_p3b,S_20191107_003_p4a,S_20191107_003_p4b,S_20191107_005_p1a,S_20191107_005_p1b,S_20191107_005_p2a,S_20191107_005_p2b,S_20191107_007_p1a,S_20191107_007_p1b,S_20191107_007_p2a,S_20191107_007_p2b,S_20191107_007_p3a,S_20191107_007_p3b,S_20191107_008_p1a,S_20191107_008_p1b,S_20191107_009_p1a,S_20191107_009_p1b,S_20191107_009_p2a,S_20191107_009_p2b,S_20191107_009_p3a,S_20191107_009_p3b,S_20191107_009_p4a,S_20191107_009_p4b,S_20191107_010_p1a,S_20191107_010_p1b,S_20191107_010_p2a,S_20191107_010_p2b,S_20191107_010_p3a,S_20191107_010_p3b,S_20191107_011_p1a,S_20191107_011_p1b,S_20191107_011_p2a,S_20191107_011_p2b,S_20191107_012_p1a,S_20191107_012_p1b,S_20191107_012_p2a,S_20191107_012_p2b,S_20191107_012_p3a,S_20191107_012_p3b,S_20191107_014_p1a,S_20191107_014_p1b,S_20191107_014_p2a,S_20191107_014_p2b,S_20191107_015_p1a,S_20191107_015_p1b,S_20191107_015_p2a,S_20191107_015_p2b
129,,,,,8.113758315,8.959825277,,,7.146992234,8.067358552,7.795045863,8.521550857,4.459589667,5.237124497,6.933374503,6.120111845,6.264609166,7.032206553,4.493776252,5.458044796,5.561163997,6.575267675,10.06304775,11.04215097,8.200849956,8.927369657,6.14981268,7.162217045,6.723061951,7.706688848,8.732841748,7.319170513,,,5.029420344,6.640005497,,,,,5.361528607,4.090494469,6.998781751,6.357336628,6.345067376,5.608191598,,,6.916115239,5.856892179,7.411221897,6.588332262,7.244881296,6.326013358,6.973852952,6.184245872,9.246915432,8.373739726,8.176108854,7.111665065,10.65047121,9.707351956,,,6.297195884,4.942762891,6.461443569,5.622107167,,,,,7.83650847,6.843369419,9.894708535,8.75258339,7.809963188,6.813812442,6.123907005,8.032015936,6.539802826,7.963605025,7.731754393,9.087154945,,,,,,,7.981792593,6.77492583,,,5.78249946,6.779057825,4.577360156,6.148646192,6.034880281,7.164523292,6.10988265,7.396950318,7.52622402,8.915555956,5.659124491,6.682823355,4.302716584,5.651022297,7.55153395,6.753033689,,,7.979939975,6.790990281,7.346218755,8.660952199,,,6.430827318,7.860174362,6.739381129,8.34770154,7.204287612,8.32849116,6.244254399,7.234382904,7.254172386,8.38906729,7.161024647,8.270340078,6.483219339,8.191090037,,,6.516743128,5.51645339,,,,,6.969661183,8.228868999,7.990026345,9.195094344,8.358573144,6.937759004,7.921030741,9.361153401,9.559618612,7.607045287,7.127963033,8.560828465,7.370286629,5.794283821,6.577889099,5.364660381,8.630472756,7.258337137,,,6.457493709,7.98373102,6.387896759,8.452068918,7.04647458,8.47462713,7.581660108,9.239194824,6.099577035,7.217058473,5.35530578,7.040163919,8.739808808,7.561875495,4.766946717,5.945751593,6.340562909,7.465704253,8.102809945,6.995011437,8.075090712,6.320040823
132,,,,,8.148060199,8.887092888,,,7.146209975,7.944424775,7.808747915,8.416078065,4.427132932,5.222448659,7.06076122,6.178800612,6.285132298,7.181984475,4.618438264,5.5991736,5.60637958,6.586122759,10.11983251,11.05696423,8.181281318,8.871120842,6.144097411,7.212080144,6.819484218,7.833614236,8.741715221,7.340650925,,,4.894947701,6.568064631,,,,,5.342426415,4.211703931,7.048815858,6.418576556,6.559947866,5.705059158,,,6.763980263,5.681626616,7.436892967,6.694219596,7.242804567,6.200391762,6.93136646,6.199684266,9.271787099,8.348139254,8.165752445,7.11652928,10.74179324,9.76564002,,,6.147777241,4.97121283,6.461685306,5.663275554,,,,,7.890572856,6.851944906,9.935993408,8.738905023,7.828883254,6.777348302,6.120904018,8.020007544,6.570126711,7.845805057,7.771129776,9.111705713,,,,,,,,,,,5.663859462,6.693096817,4.511414967,6.139884689,5.999402137,7.102042312,6.030282249,7.392491867,7.421231434,8.858484803,5.708265761,6.664653404,4.125431856,5.528503324,7.443796478,6.663566087,,,7.829835503,6.784076135,7.36348097,8.670219951,,,6.378115866,7.69364673,6.757596022,8.431461558,7.059836046,8.248285943,6.313439079,7.322294517,7.404104807,8.441103364,7.141947353,8.232831955,6.463822089,8.201731098,,,6.534374951,5.551309755,,,,,6.801280835,8.004777074,8.029418161,9.207139512,8.343273338,6.915494053,7.915711592,9.295164334,9.512969778,7.677406463,7.165211092,8.469109162,7.321439339,5.798559994,6.636355928,5.417519451,8.618307026,7.250277857,,,6.466537327,8.064807561,6.359661154,8.537235677,7.0931923,8.4710448,7.608824614,9.225678945,6.372766511,7.497456702,5.66045484,7.312876999,8.594303055,7.43118362,4.675876923,5.816694594,6.254764024,7.411144581,8.134376006,6.969431684,8.103766285,6.358302053
135,,,,,8.336620418,8.941762969,,,7.180398387,7.983623551,7.815702208,8.371204274,4.504143981,5.24618957,7.146063322,6.196279206,6.329025596,7.231060227,4.837890553,5.793881773,5.713201992,6.644264444,10.14823418,10.9608829,8.249106921,8.944436707,6.182432693,7.277048097,6.938970313,7.869777761,8.770409341,7.371764646,,,4.793179425,6.567561267,,,,,5.347395628,4.301083817,7.020335391,6.410882779,6.717788401,5.753865657,,,6.645722384,5.520752213,7.440720462,6.82233633,7.275776934,6.232087371,6.957522907,6.269919058,9.27141521,8.331625592,8.088846209,7.053281931,10.87540974,9.904346975,,,6.062119266,5.062343825,6.5705273,5.700980442,,,,,8.001659078,6.943270483,9.880955419,8.758334317,7.805486404,6.643985551,6.165035685,8.04977919,6.517898588,7.807825433,7.807350703,9.170222789,,,,,,,,,,,5.575185826,6.587407381,4.435588912,6.084364963,5.995581456,7.047162904,5.972201018,7.393003449,7.370292057,8.841935591,5.789676761,6.625295314,4.071217631,5.459517378,7.447796788,6.671473151,,,7.728161554,6.757198014,7.404674537,8.608154855,,,6.367002827,7.62382909,6.752139365,8.418718964,6.951459487,8.174272384,6.278197193,7.291837903,7.492848924,8.600061046,7.128031004,8.188723588,6.597731807,8.255788999,,,6.575774023,5.55743583,,,,,6.602257266,7.886096753,8.114113199,9.21891691,8.317571581,6.867417127,7.933357234,9.287879252,9.540891206,7.514141401,7.151897371,8.480840819,7.274732297,5.79112148,6.675760481,5.485458048,8.590920789,7.247551656,,,6.466171201,8.126498016,6.403711736,8.557032955,7.128197037,8.476643793,7.625733407,9.264615372,6.026615053,7.148481867,5.429940147,7.04580627,8.528023276,7.419737529,4.581705468,5.836029472,6.21961703,7.400458499,8.136349304,6.884738267,8.146772122,6.41101318
138,,,,,8.363416826,8.927430145,,,7.193850985,7.94799157,7.762252379,8.327239939,4.503611107,5.290868549,7.314167212,6.303109153,6.381728449,7.343917347,4.997404326,5.965757705,5.786607987,6.669596165,10.12419819,10.8145698,8.285583866,8.943870527,6.250487741,7.364346678,6.991615336,7.930231396,9.031347408,7.628892973,,,4.706776073,6.559396085,,,,,5.405410715,4.460739176,7.055149113,6.416776839,6.824734793,5.796549491,,,6.490838004,5.317394193,7.657000196,6.92694507,7.261463007,6.216836253,6.95243051,6.269160231,9.083909125,8.123439481,8.046551373,7.079896963,10.95522305,9.985069855,,,6.035019884,5.137006229,6.778603544,5.7938942,,,,,8.06197296,6.963615727,9.786803564,8.743028366,7.878870033,6.641299346,6.300471808,8.070166851,6.427015248,7.735605471,7.821393034,9.231530155,,,,,,,,,,,5.549542774,6.562421504,4.486484816,6.077056689,6.001270532,7.009037095,5.95759297,7.384267668,7.342078316,8.802899352,5.995693288,6.960271044,3.948830966,5.35041475,7.426442755,6.675921659,,,7.696727227,6.824645412,7.470960313,8.632932584,,,6.273379472,7.405684911,6.778899394,8.508302416,6.784377495,7.98639105,6.373502099,7.357096234,7.569943989,8.682982725,7.110589568,8.166212647,6.664968117,8.203828375,,,6.620196976,5.640232087,,,,,6.643468973,7.929265288,8.174641338,9.284430893,8.276953848,6.823422308,7.865096694,9.256872744,9.465163496,7.43160521,7.251258236,8.421820468,7.266267061,5.864484035,6.861073167,5.670989773,8.564414574,7.233872822,,,6.531484747,8.191311556,6.349580301,8.505952798,7.154865477,8.501067286,7.582973691,9.210287563,6.115474225,7.173663569,5.540018502,7.168515885,8.577415112,7.389244684,4.538139817,5.864933418,6.243518559,7.371486282,8.141421989,6.833187543,8.199203864,6.925883337
141,,,,,8.451595412,9.053696317,,,7.121126105,7.918745923,7.740113823,8.318543142,4.4111732,5.278500734,7.43338503,6.42842189,6.387394618,7.349533999,5.269330603,6.092344787,5.783440239,6.594507791,10.06391937,10.74991423,,,6.2847132,7.449440382,6.993920217,7.976301022,8.747402472,7.478086654,,,4.560800368,6.470320703,,,,,5.496995998,4.509103791,7.018193001,6.299681421,6.941123828,5.883095529,,,6.469283191,5.226202541,7.671172335,6.982659737,7.299652937,6.300718451,6.908114793,6.191130188,9.016530874,8.025268718,7.986580307,6.989608072,10.99942917,10.12332678,,,6.055022791,5.18761689,7.009058781,5.935217098,,,,,8.012520515,7.02297558,9.724569811,8.741738786,7.930286565,6.580602556,6.391657219,8.06758576,6.357384682,7.786290002,7.896934912,9.263423395,,,,,,,,,,,5.477037977,6.462052306,4.63919174,6.107186586,5.938171604,6.951464666,5.928510268,7.372440369,7.339571241,8.821292706,6.181393451,6.925498177,3.805686535,5.165291086,7.405248139,6.603203162,,,7.610609503,6.801957659,7.476260897,8.54925178,,,6.219403589,7.305066529,6.793894097,8.494033906,6.684964996,7.901310334,6.301210677,7.264621807,7.610163007,8.730553705,7.038570878,8.143194521,6.619711172,8.266568454,,,6.705556204,5.652090587,,,,,6.778160001,8.067432305,8.231428187,9.26736953,8.236253335,6.815901701,7.799117899,9.227409441,9.476539928,7.316834903,7.298437161,8.435258443,7.273423678,5.975688914,6.903838135,5.733546634,8.584405978,7.182326155,,,6.574708283,8.280255552,6.376693344,8.408424644,7.202187723,8.584952533,7.618760267,9.221373542,5.959249953,6.971755661,5.466801076,7.071544739,8.55089621,7.386205792,4.458474291,5.892700909,6.265927705,7.338509522,8.125942284,6.747730359,8.295969624,6.833103102
144,,,,,8.507418057,9.114651941,,,6.913541784,7.787076024,7.656109325,8.292118788,4.360233251,5.265238646,7.528644632,6.574642576,6.433526949,7.441530085,5.318002351,6.306083174,5.738668225,6.431915189,9.963854776,10.69391102,,,6.383053266,7.429838356,7.037502398,8.074226279,8.625685944,7.533076994,,,4.469819236,6.448597444,,,,,5.568625055,4.502291972,6.804683755,5.866209168,7.06022273,5.894375964,,,6.365887605,5.1333079,7.757830947,7.077386099,7.256400003,6.321569425,6.980425274,6.198614361,8.782142449,7.752360221,7.97832777,7.029932076,10.75995804,10.0125314,,,,,7.224926851,6.145022457,,,,,8.068488954,7.079301166,9.575055979,8.674124336,7.962956298,6.586062405,6.463188764,8.109431608,6.372415947,7.79641315,7.993430115,9.363731361,,,,,,,,,,,5.329372196,6.369363233,4.834209139,6.151000325,5.868299243,6.903688652,5.914469461,7.457024943,7.276274459,8.783943192,6.158441442,6.96718774,3.729204875,5.078871725,7.380639877,6.63741403,,,7.612705498,6.795624769,7.506858731,8.591501848,,,6.056653366,7.213420964,6.785804079,8.45699598,6.614660687,7.816709858,6.071022402,7.012134197,7.653562047,8.818002778,6.961767735,8.234387955,6.603823817,8.342785446,,,6.781094454,5.743263619,,,,,6.707919573,7.956281166,8.248561087,9.283410257,8.269534993,6.892206105,7.736622648,9.180110293,9.436407632,7.259521334,7.297771235,8.489695224,7.273587629,6.000522394,7.0889921,5.922622477,8.586315741,7.275352638,,,6.576833965,8.26007506,6.426510484,8.31516446,7.184433172,8.518142814,7.572023045,9.140365693,5.96198373,6.998831045,5.470790254,7.061595641,8.522613742,7.382086765,4.377555939,5.890444635,6.215735596,7.330034243,8.078529198,6.690684046,8.430017853,6.849084026
147,,,,,8.526167779,9.108090689,,,6.727260958,7.698314426,7.54030563,8.266830408,4.407454254,5.319007614,7.568669698,6.667359447,6.50565577,7.44682335,5.520167117,6.478096325,5.752532747,6.456928217,9.840862564,10.59024216,,,6.40414319,7.338214565,7.028255331,8.053352408,8.592297946,7.573361539,,,4.439865088,6.427723158,,,,,5.649771146,4.684495704,6.87164791,5.806624234,7.107583626,6.011606191,,,6.237095638,4.975651214,7.880904136,7.183289288,7.279117048,6.295113819,7.071039315,6.184867339,8.65272824,7.588601189,7.865428977,6.906213,10.76947524,10.08175287,,,,,7.424841884,6.280141718,,,,,8.048586957,7.104834692,9.530316784,8.654868514,7.892225098,6.53992003,6.568002741,8.146862095,6.26870481,7.821173633,8.044061971,9.385639296,,,,,,,,,,,5.234194112,6.302731154,4.967691214,6.218653954,5.877688321,6.892514853,5.912701582,7.52253767,7.240854991,8.600473533,5.96561229,6.794279432,3.590835557,4.980241962,7.238439127,6.501174355,,,7.569416622,6.745882374,7.504853096,8.634155952,,,5.975165437,7.041084078,6.811226395,8.441906479,6.537400707,7.711502123,5.911828228,7.006023123,7.690703544,8.732706568,6.847401332,8.287806525,6.568225407,8.412244885,,,6.78601982,5.79875547,,,,,6.698875876,7.932827554,8.249205113,9.295781516,8.295643254,6.887319508,7.696539027,9.130647294,9.435613229,7.131611389,7.32250408,8.511851091,7.247833676,6.074620153,7.110921319,5.931982805,8.600191684,7.292155923,,,6.613658972,8.250514287,6.497948138,8.199259479,7.179060454,8.542135857,7.555448696,9.089436341,5.978538701,7.01848032,5.475452949,7.028072282,8.570672086,7.432526152,4.263770397,5.932384681,6.290704889,7.33670471,8.070766259,6.624227729,8.505753171,6.758366445
150,,,,,8.663889427,9.29954929,,,6.57612325,7.608955907,7.337207371,8.097320112,4.215113996,5.269016037,7.574825939,6.744574116,6.58121934,7.506179321,5.555300262,6.58724138,5.692383683,6.504764792,9.745030785,10.53448129,,,6.447760076,7.260408391,7.040391608,8.109126833,8.564335935,7.612082567,,,4.562990248,6.361636975,,,,,5.807349223,4.889106258,6.792557471,5.693754649,7.296174683,6.042887141,,,6.166927031,4.860050411,8.041763488,7.200675316,7.215289461,6.29473248,6.986028986,6.147166014,8.466196608,7.532301707,7.796630362,6.812650732,10.87125296,10.20189443,,,,,7.558770866,6.430665595,,,,,8.193602382,7.115150104,9.508481319,8.591301298,7.910497582,6.467684052,6.633647941,8.186610776,6.291757306,7.766546852,8.156619888,9.476985016,,,,,,,,,,,5.115454721,6.234028713,5.118846159,6.284141389,5.889343682,6.921583923,5.991610468,7.654429306,7.187264292,8.86734577,5.892736291,6.686117109,3.560510778,4.935144273,7.188885449,6.447322312,,,7.624338004,6.726257949,7.535063769,8.698838658,,,5.912768979,6.874598825,6.756918602,8.27451908,6.476967346,7.651752218,5.656190679,6.79252604,7.669903063,8.586617611,6.813682264,8.327497583,6.546833204,8.456967069,,,6.852773015,5.833099776,,,,,6.615668674,7.851688799,8.246218103,9.334583547,8.259781232,6.890459274,7.794075506,9.117443611,9.408462255,7.063784326,7.336604187,8.552383352,7.241063596,6.089479617,7.130532659,5.942092645,8.620337,7.257052639,,,6.649827968,8.192216123,6.498017313,8.155112507,7.121551306,8.482000943,7.568872307,9.031520359,5.950063025,7.007027615,5.422623904,6.954226628,8.491617102,7.472999465,4.315900138,5.946409421,6.29789052,7.324168349,8.073167904,6.623160952,8.445501998,6.752358403
153,,,,,8.770248856,9.392963377,,,6.527860369,7.6001848,7.212470589,7.908962321,4.174656992,5.212008634,7.581316113,6.783815814,6.598088511,7.390002233,5.747371747,6.764598732,5.547253104,6.573443694,9.783078145,10.58055844,,,6.445714002,7.192723267,7.133317391,8.103525221,8.565862128,7.685625544,,,4.729564885,6.325239047,,,,,5.99637257,4.948866638,6.700206713,5.590404637,7.30153525,6.093701666,,,6.145200729,4.920878072,8.182782473,7.373113589,7.254461868,6.328294004,6.981248671,6.138877503,8.319687795,7.448537709,7.755168212,6.803907701,10.88697263,10.20059729,,,,,7.654082963,6.600684813,,,,,8.12927752,7.10416582,9.466115782,8.473435195,7.939246942,6.528032016,6.741397555,8.239495919,,,8.214133977,9.510717376,,,,,,,,,,,5.072400812,6.173968335,5.199657393,6.358300402,5.828608753,6.88421448,6.061998515,7.786133444,7.09533396,8.625181795,5.884456559,6.818314894,3.552518262,4.987937149,7.166732031,6.368784656,,,,,7.527843051,8.708137172,,,6.140044707,7.001388719,6.759065394,8.188037372,6.366635846,7.58016075,5.454179498,6.62000997,7.690989858,8.469260239,6.779551976,8.321476852,6.522913843,8.591591529,,,6.771844136,5.757256291,,,,,6.584026883,7.852990832,8.195213847,9.281579607,8.227794662,6.859797373,7.770415497,9.0964127,9.3749712,6.994012439,7.329213941,8.693835172,7.292120953,6.275880894,7.043578707,5.980484345,8.578409235,7.2078716,,,6.687693848,8.103773565,6.539848469,8.178842522,7.189729411,8.544573249,7.550802143,8.995185657,5.972015405,7.118912417,5.365272127,6.855595087,8.581723661,7.544703109,4.230670041,5.926686258,6.312960795,7.289797871,8.064400412,6.675291754,,
156,,,,,8.855636962,9.551328756,,,6.46161876,7.514436572,7.155438351,7.77454854,4.125651464,5.189032472,7.570334537,6.789946171,,,5.771830212,6.907056102,5.504628234,6.66130265,9.625878661,10.46078568,,,6.427608731,7.102419658,7.131153974,8.04950396,8.440661822,7.631992269,,,4.946070157,6.305034576,,,,,6.116258497,5.062640023,6.664652579,5.594438756,7.505784503,6.135011165,,,6.066813084,5.038491838,8.175938172,7.374679451,7.260206953,6.363135234,6.868767939,6.050234128,8.342004855,7.434258537,7.822349136,6.969365323,10.83550543,10.0992527,,,,,7.749650444,6.669353492,,,,,8.225950158,7.124309089,9.303745751,8.332617896,7.786552575,6.455652484,6.794000294,8.285348574,,,8.253324482,9.546732321,,,,,,,,,,,4.959573066,6.068824268,5.27186836,6.377875822,5.883733849,6.882897791,6.138839304,7.959325662,6.989631464,8.788354681,5.916397891,6.851238209,3.423104585,4.848199666,7.079605215,6.288257708,,,,,7.498759697,8.734035551,,,6.098107903,6.971031272,6.72684956,8.169680165,6.319640813,7.537923454,5.306196849,6.485539916,7.712043828,8.389644093,6.765950783,8.255919392,6.480482775,8.585585129,,,6.756367367,5.757597502,,,,,6.547428274,7.886795103,8.249966848,9.337434873,8.20407539,6.821660355,7.768230751,9.042407699,9.173874427,6.895341978,7.414278387,8.72823579,7.321351583,6.298273176,7.172869022,6.016950806,8.538128366,7.237219425,,,6.713347004,8.04925686,6.490596583,8.225123099,7.181477982,8.494782222,7.545648282,8.938221859,5.962456625,7.110592451,5.318652179,6.802065863,8.565680825,7.560208595,4.085338174,5.899553881,6.33719157,7.393594119,8.103967053,6.734805194,,
159,,,,,8.913243293,9.669133157,,,6.418563469,7.412251008,6.913875107,7.518264228,3.973204752,5.028623669,7.525499718,6.774138248,,,6.073493311,7.010868776,5.444560221,6.548898228,9.522683865,10.37451131,,,6.2994014,6.963692268,7.123448112,8.034332642,8.441766758,7.639811778,,,4.991204464,6.222078833,,,,,6.247953905,5.119889257,6.675885709,5.738545112,7.560194971,6.147031885,,,6.002556289,5.097274958,8.19546344,7.435973642,7.268747485,6.382229234,6.81368109,6.041881992,8.232253701,7.270799131,8.051847552,7.253025093,10.79588079,10.02323551,,,,,7.856860251,6.719667998,,,,,8.237263866,7.115680502,9.232417072,8.307517198,7.769101428,6.454667304,6.829635569,8.322026496,,,8.292400195,9.593611416,,,,,,,,,,,4.863389764,6.071026684,5.388686296,6.496897259,5.838018928,6.87740707,6.278466373,8.023817171,6.916334578,8.737972877,5.87034752,6.823433886,3.358,4.731859888,7.061449426,6.265410122,,,,,7.485318764,8.734732738,,,6.016451612,6.945627977,6.687914847,8.111628813,6.229171695,7.502022461,5.148953777,6.291026307,7.777755525,8.343805007,6.732784565,8.198305435,6.381948057,8.379667834,,,6.689835947,5.849259953,,,,,6.569344107,7.910764375,8.248472162,9.403354986,8.155663799,6.793483422,7.712766041,9.014122531,9.10547286,6.84418768,7.41647632,8.780671102,7.465591805,6.382803851,7.377862631,5.969059976,8.5154984,7.180082729,,,6.707697817,8.018525675,6.515684001,8.251282809,7.165433832,8.551228976,7.53278501,8.944400818,5.847998119,7.029663221,5.308193855,6.767260302,8.530736193,7.553897603,4.134745095,5.891776642,6.387750856,7.448372977,8.074637391,6.755897054,,
162,,,,,8.930917982,9.705018135,,,6.268341088,7.289021059,6.695839678,7.3363296,3.925335145,4.942911086,7.476428693,6.695888963,,,6.041139297,7.120572589,5.259698566,6.384789816,9.451724181,10.31032735,,,6.128348065,6.899038339,7.116588228,7.876081386,8.439236221,7.680169855,,,,,,,,,6.388413575,5.233417621,6.665033608,5.851545095,7.569797157,6.178216652,,,6.08212504,5.286360184,8.200720578,7.530262412,7.237157522,6.369945133,6.854198713,6.107055346,8.202400929,7.230565192,8.187413328,7.410568129,10.91790722,10.06414825,,,,,7.925574806,6.754957661,,,,,8.218312296,7.099857815,9.138783398,8.245580877,7.760426406,6.31788137,6.908847444,8.318069488,,,8.332500525,9.655207921,,,,,,,,,,,4.786019327,5.994373445,5.40219585,6.594802878,5.873547225,6.961753946,6.283602152,7.977865943,,,5.726741656,6.831641457,3.375353611,4.754918506,7.04049494,6.274683737,,,,,7.510112716,8.795801271,,,5.954518452,6.958459887,6.67699708,8.047370564,6.206059781,7.477172326,4.97251174,6.172812406,7.615546271,8.323200346,6.75968875,8.060290441,6.419637762,8.172622896,,,6.672663786,5.808823719,,,,,6.619513275,7.889312391,8.303080934,9.349057974,8.052530844,6.71820348,,,9.041492133,6.746158981,7.450456697,8.954253347,7.514465849,6.355360729,7.285194026,5.982760567,8.547176376,7.170610086,,,6.660636982,8.042519817,6.564371257,8.32454209,7.134170239,8.517186918,7.495214807,8.878207308,5.716574586,6.90016594,5.207009218,6.63509495,8.454135083,7.464000268,4.124980485,5.823182978,6.383594129,7.435035508,8.124728303,6.887255259,,
165,,,,,9.04448119,9.773121559,,,6.167285383,7.186952414,6.615364918,7.326788178,3.875766376,4.98287989,7.477031497,6.616784718,,,6.209881802,7.143726269,5.129241367,6.330551082,9.338075872,10.25672667,,,5.929747549,6.797849145,6.983380056,7.762065704,8.450159998,7.680032878,,,,,,,,,6.448596204,5.441854923,6.70026395,5.974067375,7.483638153,6.314959066,,,6.325071699,5.469307543,8.196565378,7.53695124,7.352281415,6.412972478,6.868616163,6.09483757,8.259501801,7.279257448,8.349968204,7.567743191,10.80026041,9.888665279,,,,,7.982557046,6.862164746,,,,,8.25801441,7.05066699,9.122070215,8.21799781,7.658539352,6.420908736,6.93685952,8.313040659,,,8.407643725,9.664093594,,,,,,,,,,,4.653773738,5.866552139,5.42703243,6.693476526,5.836045322,6.914131905,6.29535972,7.919009281,,,,,3.24613139,4.638766215,7.025082277,6.201218026,,,,,7.463174928,8.818830138,,,5.88672583,7.009839513,6.585247528,7.96111707,6.229707056,7.414398492,4.913602039,6.088647797,7.415517312,8.32200006,6.790982992,7.977383656,6.372765569,7.982831578,,,6.756065793,5.838322105,,,,,6.73652351,7.860362905,8.213429552,9.379349444,8.061808544,6.699994104,,,,,7.482517892,8.950742595,7.636705376,6.39135768,7.231947801,5.962360942,8.482479944,7.093832392,,,6.634361461,8.018593019,6.601220872,8.408899631,7.108035242,8.531071738,7.497721521,8.859895259,5.817184199,6.990216377,5.286199107,6.663206811,8.4689742,7.496892289,4.21995699,5.860062201,6.43156474,7.448281211,8.202486087,6.965791412,,
168,,,,,9.0624564,9.797425988,,,6.119782758,7.145768118,6.370757333,7.151495508,3.834189484,4.885003275,7.430491572,6.497561543,,,6.27527609,7.252793669,5.028977331,6.283372741,9.212951861,10.19044896,,,5.756574068,6.715046537,6.814593532,7.602311293,8.351312771,7.522897912,,,,,,,,,6.519746774,5.432801947,6.757560581,6.033639035,,,,,6.626171896,5.738945983,8.170788518,7.52415477,7.281573044,6.347489031,6.781585729,6.059935313,8.292332121,7.391682961,8.518831199,7.640450249,10.73302255,9.819185811,,,,,7.945788822,6.925936543,,,,,8.202377521,6.977585901,9.074781375,8.185354849,7.705808329,6.355370957,7.00301228,8.383620519,,,8.467613182,9.77146509,,,,,,,,,,,4.559565988,5.767746267,5.517425849,6.764248665,5.84452188,6.912993563,,,,,,,3.337938436,4.687708182,6.93770661,6.184628202,,,,,7.470703113,8.865598965,,,5.976193856,6.953914078,6.447815522,7.829613528,6.291403103,7.417899501,4.975882836,6.022506538,7.213032719,8.283752109,6.783930572,7.923618492,6.140695238,7.809047125,,,6.765760637,5.790580714,,,,,6.882281308,7.886453512,8.224095452,9.356510995,8.090936287,6.69067448,,,,,7.495901347,9.062387323,7.759241844,6.473081569,7.24859883,5.903211753,8.521877375,7.014066011,,,6.588667619,7.955651136,6.626874754,8.418125682,6.88278926,8.533528754,7.349606588,8.814433845,5.849898888,7.027133484,5.423130922,6.741577412,8.559749587,7.523394779,4.293033659,5.89062068,6.485214954,7.384547447,8.259247242,7.069936987,,
